timestamp,rack_id,temp_C,humidity_%,power_kW,fan_speed_%,airflow_CFM,fault_type
2025-10-11 23:27:09.173475,1,25.303619533345515,40.576276177340986,3.4600301103888977,50.8779988528601,445.9850167289427,normal
2025-10-11 23:29:09.173475,1,24.39507312643664,45.74218810262784,3.014388433794464,55.19083566352181,456.6368772651703,normal
2025-10-11 23:31:09.173475,1,25.805633572594267,45.37941233522079,2.801405346661017,69.6235567352459,460.97416535970063,normal
2025-10-11 23:33:09.173475,1,24.65931668986315,46.144185556809845,2.974533054449294,64.36662350744008,425.133521431878,normal
2025-10-11 23:35:09.173475,1,25.043872877927562,43.087127246363984,3.1417218833641134,61.30170624905513,449.8729688645426,normal
2025-10-11 23:37:09.173475,1,26.122899593307196,44.58504495463225,3.188587569852365,54.441517413866414,424.6120958676879,normal
2025-10-11 23:39:09.173475,1,25.393772737544122,44.059915704481,3.0797634688956146,58.574040419728675,449.60501812930744,normal
2025-10-11 23:41:09.173475,1,24.46920085418759,45.677987370618496,2.772602333244398,68.39062049312099,418.67300534071813,normal
2025-10-11 23:43:09.173475,1,25.00676738668905,47.83920600902727,2.8198729302783883,68.36852864290817,452.0104018901632,normal
2025-10-11 23:45:09.173475,1,25.7102266483231,43.81546693834977,3.1219432431715255,57.17156923049746,418.4076898518825,normal
2025-10-11 23:47:09.173475,1,24.49252607815149,45.02854613567287,2.7138181741810063,54.41705565926018,454.2780773640296,normal
2025-10-11 23:49:09.173475,1,24.424277507801747,48.96677246970342,3.1647692389504942,65.17552507514651,502.6844408729992,normal
2025-10-11 23:51:09.173475,1,24.061635483284427,44.62175921844593,3.276495033577338,65.60731006013764,442.78217161150786,normal
2025-10-11 23:53:09.173475,1,23.03985048095976,42.34898017663519,2.8347836412913465,67.1006040323987,429.47560722509945,normal
2025-10-11 23:55:09.173475,1,23.497156130062667,45.87347710346702,3.1212884264885092,56.643820662312095,470.7409457747986,normal
2025-10-11 23:57:09.173475,1,25.158700878840023,45.84531013100321,3.0328411812141867,55.649448527400075,471.0505788269933,normal
